SpeciesID,howComm,Genus,Species,FBname,direction
SLB-136981,2.41,Kappaphycus,alvarezii,Elkhorn sea moss,lost
Fis-161546,2.39,Amphiprion,barberi,NA,lost
Fis-28929,2.39,Ariosoma,gilberti,Gilbert's garden eel,lost
W-Tha-137272,2.3899999999999997,Salpa,fusiformis,NA,lost
ITS-95764,2.38,Penaeopsis,challengeri,NA,lost
W-Msc-140815,2.37,Berthellina,citrina,orange gumdrop,lost
W-Pol-131242,2.37,Sternaspis,scutata,scutate stermaspid worm,lost
Fis-26721,2.36,Canthigaster,jactator,Hawaiian whitespotted toby,lost
Fis-32745,2.36,Caulolatilus,affinis,Bighead tilefish,lost
ITS-96549,2.36,Palaemonella,holmesi,southern algae shrimp,lost
SLB-190231,2.36,Paragiopagurus,trilineatus,NA,lost
SLB-190287,2.36,Munida,pygmaea,NA,lost
SLB-196738,2.36,Undulostrea,megodon,megodon oyster,lost
W-Ech-513372,2.36,Lovenia,cordiformis,sea porcupine,lost
Fis-150446,2.35,Liopropoma,longilepis,Scalyfin basslet,lost
Fis-25377,2.35,Sargocentron,violaceum,Violet squirrelfish,lost
Fis-21816,2.33,Urobatis,concentricus,Reef stingray,lost
W-Ech-513224,2.33,Diadema,paucispinum,NA,lost
W-Iso-258337,2.33,Mesanthura,hieroglyphica,NA,lost
Fis-47538,2.31,Oxycheilinus,orientalis,Oriental maori wrasse,lost
SLB-158071,2.31,Petrolisthes,militaris,NA,lost
SLB-66378,2.31,Ophioderma,variegatum,NA,lost
Fis-28985,2.3,Gymnothorax,panamensis,Masked moray,lost
SLB-4227,2.3,Prionospio,malmgreni,NA,lost
SLB-88295,2.3,Odontodactylus,scyllarus,reef odontodactylid mantis shrimp,lost
W-Hyd-135426,2.3,Lensia,conoidea,NA,lost
Fis-162055,2.29,Opistognathus,walkeri,NA,lost
W-Hyd-117926,2.29,Sertularia,turbinata,NA,lost
W-Hyd-117348,2.2800000000000002,Nemopsis,bachei,NA,lost
W-Pol-334506,2.2800000000000002,Phyllodoce,groenlandica,NA,lost
Fis-23086,2.27,Cephalurus,cephalus,Lollipop catshark,lost
Fis-28726,2.27,Caprodon,schlegelii,Sunrise perch,lost
Fis-29010,2.27,Ophichthus,frontalis,Deathbanded snakeeel,lost
Fis-29014,2.27,Cherublemma,emmelas,Black brotula,lost
PBD-275113,2.27,Galathea,subsquamata,NA,lost
SLB-101842,2.27,Chorisquilla,tuberculata,NA,lost
W-Bch-209111,2.27,Etisus,frontalis,NA,lost
W-Cha-266267,2.27,Serratosagitta,bierii,NA,lost
W-Ech-513378,2.27,Lytechinus,pictus,NA,lost
W-Msc-577188,2.27,Leucorhynchia,caledonica,NA,lost
Fis-23050,2.26,Carcharhinus,brachyurus,Copper shark,lost
Fis-28512,2.26,Chrysiptera,taupou,Southseas devil,lost
W-Hyd-117851,2.25,Aglaura,hemistoma,NA,lost
W-Msc-381555,2.25,Frigidocardium,thaanumi,NA,lost
W-Bry-111192,2.24,Aplousina,filum,NA,lost
Fis-22739,2.23,Auxis,thazard,Frigate tuna,lost
Fis-58786,2.23,Meiacanthus,bundoon,Bundoon blenny,lost
W-Msc-506959,2.23,Spondylus,crassisquama,Pacific thorny oyster,lost
W-Ech-513183,2.22,Clypeaster,europacificus,NA,lost
SLB-3334,2.19,Plakosyllis,quadrioculata,NA,lost
Fis-160940,2.18,Mustelus,albipinnis,Whitemargin smoothhound,lost
Fis-163780,2.18,Hyporthodus,niphobles,Star-studded grouper,lost
Fis-28919,2.18,Perissias,taeniopterus,Striped-fin flounder,lost
Fis-35575,2.18,Porichthys,analis,Darkedge midshipman,lost
Fis-58277,2.18,Liopropoma,fasciatum,Wrasse ass bass,lost
W-Ase-292795,2.18,Pharia,pyramidata,yellow spotted star,lost
W-Bch-440316,2.18,Cryptosoma,bairdii,shameface heart crab,lost
W-Cha-266254,2.18,Parasagitta,euneritica,NA,lost
W-Ech-513321,2.18,Hesperocidaris,asteriscus,NA,lost
W-Msc-504544,2.18,Tucetona,strigilata,tessellated bittersweet,lost
W-Msc-139428,2.1799999999999997,Taonius,pavo,peacock cranch squid,lost
Fis-26698,2.17,Cirrhitops,fasciatus,Redbarred hawkfish,lost
SLB-3916,2.17,Megalomma,pigmentum,NA,lost
SLB-85772,2.17,Leucetta,losangelensis,NA,lost
Fis-28525,2.16,Pomacentrus,imitator,Imitator damsel,lost
W-Ase-378630,2.16,Linckia,columbiae,fragile star,lost
Fis-53189,2.15,Physiculus,rhodopinnis,NA,lost
Fis-27043,2.14,Nezumia,liolepis,Smooth grenadier,lost
W-Msc-394088,2.14,Leopecten,sericeus,silken scallop,lost
W-Pol-130695,2.13,Ancistrosyllis,groenlandica,NA,lost
ITS-551597,2.12,Metapenaeopsis,beebei,NA,lost
ITS-612564,2.12,Thaumastocaris,streptopus,NA,lost
W-Amp-158078,2.12,Cerapus,tubularis,NA,lost
W-Bch-211040,2.1100000000000003,Demania,garthi,NA,lost
Fis-31146,2.11,Anampses,elegans,Elegant wrasse,lost
Rep-5414,2.11,Lepidochelys,olivacea,Olive ridley turtle,lost
SLB-143238,2.11,Ulva,lactuca,Sea lettuce,lost
W-Hyd-117267,2.11,Solmundella,bitentaculata,NA,lost
W-Amp-345320,2.1,Acanthohaustorius,shoemakeri,NA,lost
W-Msc-574937,2.1,Carinaria,japonica,NA,lost
W-Pol-334177,2.1,Nereis,callaona,NA,lost
W-Asc-250377,2.0999999999999996,Corella,minuta,NA,lost
Fis-123139,2.09,Serranus,huascarii,Flag serrano,lost
Fis-148634,2.09,Chlopsis,apterus,Stripesnout false moray,lost
Fis-35776,2.09,Diplectrum,labarum,Highfin sand perch,lost
ITS-660002,2.09,Pantomus,affinis,NA,lost
W-Ase-254919,2.09,Nidorellia,armata,NA,lost
W-Pol-334111,2.09,Neanthes,unifasciata,NA,lost
Fis-32719,2.08,Narcine,entemedor,Giant electric ray,lost
Fis-47543,2.08,Iso,hawaiiensis,Hawaiian surf sardine,lost
W-Hex-100971,2.08,Telmatactis,cricoides,club tipped anemone,lost
W-Hyd-285439,2.0700000000000003,Dynamena,heterodonta,NA,lost
SLB-146137,2.07,Predaea,weldii,NA,lost
Fis-152142,2.05,Paracentropyge,multifasciata,Barred angelfish,lost
Fis-31256,2.05,Borostomias,panamensis,Panama snaggletooth,lost
W-Iso-256604,2.05,Eurydice,littoralis,NA,lost
Fis-24482,2.04,Caulolatilus,princeps,Ocean whitefish,lost
SLB-12274,2.04,Thalamita,dakini,NA,lost
Fis-148640,2.03,Chlopsis,kazuko,Mexican false moray,lost
Fis-35801,2.01,Pronotogrammus,eos,Bigeye bass,lost
W-Bch-209435,2.01,Catoptrus,inaequalis,NA,lost
Fis-128422,2,Sebastapistes,nuchalis,NA,lost
Fis-159562,2,Zoramia,viridiventer,NA,lost
Fis-159567,2,Zoramia,leptacantha,Threadfin cardinalfish,lost
Fis-21693,2,Halichoeres,prosopeion,Twotone wrasse,lost
Fis-21834,2,Scarus,rivulatus,Rivulated parrotfish,lost
Fis-23867,2,Trachinotus,stilbe,Steel pompano,lost
Fis-25471,2,Cheilopogon,suttoni,Sutton's flyingfish,lost
Fis-25798,2,Fowleria,variegata,Variegated cardinalfish,lost
Fis-26438,2,Trimma,okinawae,Orange-red pygmygoby,lost
Fis-26474,2,Myripristis,hexagona,Doubletooth soldierfish,lost
Fis-26658,2,Sargocentron,praslin,Dark-striped squirrelfish,lost
Fis-27124,2,Genicanthus,melanospilos,Spotbreast angelfish,lost
Fis-27352,2,Antennarius,maculatus,Warty frogfish,lost
Fis-28577,2,Calloplesiops,altivelis,Comet,lost
Fis-28674,2,Hyporhamphus,dussumieri,Dussumier's halfbeak,lost
Fis-32244,2,Bryaninops,natans,Redeye goby,lost
Fis-32281,2,Bryaninops,tigris,Black coral goby,lost
Fis-35274,2,Valenciennea,parva,Parva goby,lost
Fis-35647,2,Thalassoma,grammaticum,Sunset wrasse,lost
Fis-35795,2,Pseudochromis,cyanotaenia,Surge dottyback,lost
Fis-47564,2,Oxycheilinus,celebicus,Celebes wrasse,lost
Fis-50211,2,Onuxodon,parvibrachium,Oyster pearlfish,lost
Fis-62771,2,Pleurosicya,plicata,Plicata ghost goby,lost
ITS-612226,2,Anchistus,demani,NA,lost
ITS-612243,2,Conchodytes,tridacnae,giant-clam shrimp,lost
PBD-274855,2,Arete,indicus,NA,lost
SLB-129563,2,Lithophaga,obesa,NA,lost
SLB-142668,2,Avrainvillea,erecta,Elephant's ear,lost
SLB-155613,2,Clibanarius,eurysternus,NA,lost
SLB-157860,2,Asterina,cepheus,NA,lost
SLB-158076,2,Petrolisthes,scabriculus,NA,lost
SLB-88366,2,Holothuria,coluber,snake fish,lost
W-Asc-103895,2,Polyandrocarpa,zorritensis,NA,lost
W-Asc-249968,2,Ascidia,archaia,NA,lost
W-Asc-251174,2,Polysyncraton,purou,NA,lost
W-Ase-213299,2,Fromia,milleporella,NA,lost
W-Bch-207578,2,Ocypode,ceratophthalmus,horned ghost crab,lost
W-Bch-208884,2,Podophthalmus,vigil,periscope crab,lost
W-Bch-210176,2,Trapezia,cymodoce,lilac coral crab,lost
W-Bch-210272,2,Micippa,platipes,NA,lost
W-Bch-442234,2,Niobafia,erosa,NA,lost
W-Hol-210762,2,Bohadschia,marmorata,chalky cucumber,lost
W-Hol-210906,2,Stichopus,herrmanni,curryfish herrmanni,lost
W-Hol-210914,2,Stichopus,horrens,Selenka's sea cucumber,lost
W-Iso-220727,2,Sphaeroma,walkeri,fouling isopod,lost
W-Msc-139594,2,Notarchus,indicus,Indian sea hare,lost
W-Msc-211089,2,Lambis,scorpius,Scorpio spider conch,lost
W-Msc-215423,2,Hydatina,physis,brown-line paperbubble,lost
W-Msc-342047,2,Octopus,wolfi,star-sucker pygmy octopus,lost
W-Msc-428213,2,Conus,muriculatus,NA,lost
W-Msc-473486,2,Pseudovertagus,aluco,Aluco vertagus,lost
W-Msc-533866,2,Gymnodoris,alba,orange-spotted Gymnodoris,lost
W-Msc-536543,2,Phestilla,melanobrachia,black Armed aeolid,lost
W-Msc-537016,2,Dendrodoris,tuberculosa,tuberulous nudibranch,lost
W-Msc-558198,2,Chromodoris,lochi,Loch's Chromodoris,lost
W-Msc-599288,2,Favorinus,japonicus,Japanese favorinus,lost
W-Oph-212372,2,Ophiocoma,schoenleinii,NA,lost
W-Oph-213218,2,Ophiarachnella,gorgonia,smooth brittle star,lost
W-Oph-243932,2,Ophiophragmus,paucispinus,NA,lost
W-Pol-131191,2,Streblospio,benedicti,bar-gilled mudworm,lost
W-Pol-157399,2,Goniada,littorea,NA,lost
W-Pol-333727,2,Laeonereis,culveri,NA,lost
W-Por-164758,2,Leucetta,microraphis,NA,lost
W-Pyc-239859,2,Endeis,biseriata,NA,lost
W-Scl-207392,2,Lobophyllia,hemprichii,largebrain root coral,lost
Fis-164265,1.99,Ophichthus,tomioi,NA,lost
Fis-25619,1.99,Arothron,hispidus,White-spotted puffer,lost
Fis-27694,1.99,Gymnothorax,reevesii,Reeve's moray,lost
Fis-28187,1.99,Lamnostoma,orientalis,Oriental worm-eel,lost
Fis-31490,1.99,Chromis,weberi,Weber's chromis,lost
ITS-659922,1.99,Alpheus,lobidens,brownbar snapping shrimp,lost
ITS-659937,1.99,Alpheus,strenuus,snowflake snapping shrimp,lost
SLB-117018,1.99,Cerithium,tenellum,NA,lost
SLB-118477,1.99,Ocypode,cordimanus,smooth eyed ghost crab,lost
SLB-130859,1.99,Alpheus,malleodigitus,hammer-finger shrimp,lost
SLB-130902,1.99,Chromodoris,sinensis,Chinese Chromodoris,lost
SLB-130994,1.99,Athanas,areteformis,NA,lost
SLB-131047,1.99,Salmoneus,serratidigitus,NA,lost
SLB-154796,1.99,Alpheus,rostratus,NA,lost
SLB-170926,1.99,Notocochlis,gualteriana,Gualteri's moon snail,lost
SLB-189633,1.99,Chlorocurtis,jactans,NA,lost
SLB-98719,1.99,Stomatella,varia,variable Stomatella,lost
W-Asc-212503,1.99,Didemnum,granulatum,NA,lost
W-Asc-250809,1.99,Lissoclinum,taratara,NA,lost
W-Asc-251502,1.99,Trididemnum,cyclops,NA,lost
W-Bch-208856,1.99,Thalamita,gracilipes,NA,lost
W-Bch-209117,1.99,Etisus,anaglyptus,NA,lost
W-Msc-139120,1.99,Chama,pacifica,reflexed jewel box,lost
W-Msc-215700,1.99,Nassa,francolina,Francolina jopas,lost
W-Msc-224346,1.99,Tyrinna,evelinae,Eveline's chromodorid,lost
W-Msc-345694,1.99,Acrosterigma,transcendens,NA,lost
W-Msc-531173,1.99,Tambja,morosa,gloomy nudibranch,lost
W-Msc-559949,1.99,Glossodoris,hikuerensis,hikueru glossodoris,lost
Fis-113462,1.98,Dactyloscopus,pectoralis,Whitesaddle stargazer,lost
Fis-113684,1.98,Entomacrodus,chiostictus,Rock blenny,lost
Fis-148502,1.98,Acanthemblemaria,mangognatha,Revillagigedo barnacle,lost
Fis-150581,1.98,Asterropteryx,spinosa,Eyebar spiny goby,lost
Fis-22800,1.98,Lutjanus,viridis,Blue and gold snapper,lost
Fis-23877,1.98,Tylosurus,acus melanotus,Keel-jawed needle fish,lost
Fis-28992,1.98,Chaenomugil,proboscideus,Snouted mullet,lost
Fis-31875,1.98,Diodon,liturosus,Black-blotched porcupinefish,lost
Fis-35549,1.98,Prionurus,punctatus,Yellowtail surgeonfish,lost
ITS-612275,1.98,Harpiliopsis,depressa,flattened shrimp,lost
PBD-225550,1.98,Liomera,cinctimana,colorful reef crab,lost
SLB-154817,1.98,Alpheus,hebes,NA,lost
SLB-154818,1.98,Alpheus,longinquus,NA,lost
SLB-189919,1.98,Holothuria,pluricuriosa,NA,lost
W-Bch-440206,1.98,Moloha,majora,NA,lost
W-Msc-507054,1.98,Isognomon,janus,thin purse-oyster,lost
W-Scl-289201,1.98,Pavona,gigantea,NA,lost
Fis-30742,1.9700000000000002,Trichiurus,lepturus,Largehead hairtail,lost
Fis-172355,1.97,Hypanus,dipterurus,Diamond stingray,lost
Fis-24227,1.97,Ophichthus,triserialis,Pacific snake eel,lost
Fis-29095,1.97,Bellator,loxias,Barred searobin,lost
Fis-35592,1.97,Symphurus,atramentatus,Inkspot tonguefish,lost
ITS-612525,1.97,Philarius,gerlachei,NA,lost
SLB-69076,1.97,Lithophaga,attenuata,attenuated datemussel,lost
W-Msc-504494,1.97,Glycymeris,maculata,speckled bittersweet,lost
W-Msc-519470,1.97,Trachycardium,consors,consors' cockle,lost
Fis-35563,1.96,Atherinella,eriarcha,Longfin silverside,lost
SLB-133575,1.96,Gelidiella,machrisiana,NA,lost
SLB-93069,1.96,Strombus,bulla,bubble conch,lost
W-Por-171324,1.96,Craniella,arb,NA,lost
Fis-62593,1.9500000000000002,Heteroclinus,roseus,Rosy weedfish,lost
Fis-28994,1.95,Halichoeres,adustus,Black wrasse,lost
Fis-47312,1.95,Cheilopogon,spilopterus,Manyspotted flyingfish,lost
Fis-32296,1.94,Atherion,elymus,Bearded silverside,lost
ITS-Mam-180474,1.94,Phocoena,sinus,vaquita,lost
W-Hyd-135441,1.94,Muggiaea,atlantica,NA,lost
W-Scl-287702,1.94,Montipora,crassituberculata,NA,lost
Fis-27428,1.9300000000000002,Zenarchopterus,dispar,Feathered river-garfish,lost
Fis-29908,1.9300000000000002,Decapterus,macrosoma,Shortfin scad,lost
ITS-659907,1.93,Alpheus,clypeatus,NA,lost
W-Bch-440094,1.93,Metadromia,wilsoni,NA,lost
W-Msc-141914,1.93,Gafrarium,pectinatum,comb venus,lost
W-Msc-207671,1.93,Tridacna,noae,NA,lost
W-Msc-215835,1.93,Codakia,tigerina,Pacific tiger lucine,lost
W-Msc-216254,1.93,Nerita,albicilla,oxpalate nerite,lost
W-Msc-216636,1.93,Hyotissa,hyotis,honeycomb oyster,lost
W-Msc-216652,1.93,Atrina,vexillum,flag pen shell,lost
W-Msc-448487,1.93,Peristernia,ustulata,singed Peristernia,lost
W-Msc-558787,1.93,Chicoreus,ramosus,ramose murex,lost
Fis-121781,1.92,Enneapterygius,flavoccipitis,Yellownape tripplefin,lost
Fis-124324,1.92,Plesiops,verecundus,Redtip longfin,lost
Fis-158666,1.92,Diancistrus,alleni,Allen's coralbrotula,lost
Fis-28968,1.92,Enchelyurus,ater,Black blenny,lost
Fis-34844,1.92,Bathygobius,cyclopterus,Spotted frillgoby,lost
Fis-35272,1.92,Valenciennea,decora,Decorated glidergoby,lost
ITS-612402,1.92,Periclimenes,commensalis,commensal crinoid shrimp,lost
SLB-12848,1.92,Pilodius,paumotensis,NA,lost
SLB-157917,1.92,Cuapetes,amymone,NA,lost
SLB-88359,1.92,Bohadschia,similis,brownspotted sandfish,lost
W-Msc-208143,1.92,Chicoreus,brunneus,adusta murex,lost
W-Msc-507164,1.92,Gari,squamosa,squamose sunset clam,lost
Fis-31171,1.9100000000000001,Scarus,longipinnis,Highfin parrotfish,lost
Fis-26861,1.91,Strongylura,incisa,Reef needlefish,lost
Fis-47974,1.91,Plicomugil,labiosus,Hornlip mullet,lost
Fis-132409,1.9,Starksia,hoesei,Hose blenny,lost
Fis-24666,1.9,Hemanthias,peruanus,Splittail bass,lost
Fis-27717,1.9,Pseudechidna,brummeri,White ribbon eel,lost
Fis-54219,1.9,Cabillus,lacertops,Lizard cabillus,lost
W-Ase-367951,1.9,Echinaster,luzonicus,Luzon sea star,lost
W-Hyd-117385,1.9,Obelia,bidentata,doubletoothed hydroid,lost
Fis-30324,1.8900000000000001,Mustelus,lunulatus,Sicklefin smooth-hound,lost
W-Por-167963,1.8900000000000001,Echinodictyum,asperum,NA,lost
W-Msc-207754,1.89,Anadara,antiquata,antique ark,lost
Fis-126237,1.8800000000000001,Fodiator,rostratus,NA,lost
Fis-144593,1.88,Siphamia,tubifer,Tubifer cardinalfish,lost
Fis-26239,1.88,Centropyge,nox,Midnight angelfish,lost
Fis-26425,1.88,Bathygobius,fuscus,Dusky frillgoby,lost
Fis-26728,1.88,Arothron,mappa,Map puffer,lost
Fis-31914,1.88,Corythoichthys,amplexus,Brown-banded pipefish,lost
W-Bch-207532,1.88,Geograpsus,crinipes,NA,lost
W-Bch-444036,1.88,Gaillardiellus,superciliaris,NA,lost
W-Hyd-117544,1.88,Eudendrium,capillare,slender stickhydroid,lost
W-Hyd-418901,1.88,Dynamena,crisioides,borderless hydroid,lost
W-Por-165312,1.88,Dactylospongia,elegans,NA,lost
Fis-167058,1.87,Pristicon,trimaculatus,Three-spot cardinalfish,lost
W-Tha-137279,1.87,Thalia,democratica,salp,lost
Fis-140176,1.8599999999999999,Xyrichtys,mundiceps,Cape razorfish,lost
Fis-58799,1.8599999999999999,Salarias,alboguttatus,White-spotted blenny,lost
SLB-93198,1.8599999999999999,Cypraea,eglantina,eglantine cowrie,lost
Fis-130313,1.85,Bollmannia,ocellata,Pennant goby,lost
Fis-29015,1.85,Lepophidium,microlepis,Silver cusk eel,lost
Fis-35747,1.85,Synodus,evermanni,Inotted lizardfish,lost
SLB-12799,1.85,Liomera,rubra,red liomera,lost
SLB-190487,1.85,Systellaspis,guillei,NA,lost
SLB-3936,1.85,Potamilla,reniformis,NA,lost
SLB-62452,1.85,Goniastrea,australensis,lesser star coral,lost
WBD-Eup-21,1.85,Euphausia,eximia,NA,lost
Fis-25827,1.84,Parascorpaena,mossambica,Mozambique scorpionfish,lost
Fis-26942,1.84,Bothus,constellatus,Pacific eyed flounder,lost
SLB-142733,1.84,Halimeda,macroloba,Erect sea cactus,lost
W-Hyd-117699,1.84,Hebella,scandens,NA,lost
Fis-168128,1.8399999999999999,Enneanectes,exsul,Island triplefin,lost
W-Asc-250572,1.8399999999999999,Didemnum,parau,NA,lost
W-Msc-217000,1.83,Cypraecassis,rufa,bullmouth helmet,lost
Fis-113838,1.82,Lythrypnus,pulchellus,Gorgeous goby,lost
Fis-134188,1.82,Cyttomimus,stelgis,NA,lost
Fis-22967,1.82,Exyrias,belissimus,Mud reef-goby,lost
Fis-24919,1.82,Pristigenys,serrula,Popeye catalufa,lost
Fis-26478,1.82,Scorpaenodes,albaiensis,Longfingered scorpionfish,lost
Fis-26676,1.82,Phoxocampus,belcheri,Rock pipefish,lost
Fis-26677,1.82,Phoxocampus,tetrophthalmus,Trunk-barred pipefish,lost
Fis-29025,1.82,Hippoglossina,tetrophthalma,Fourspot flounder,lost
Fis-33369,1.82,Mycteroperca,prionura,Sawtail grouper,lost
Fis-33826,1.82,Encheliophis,vermicularis,Worm pearlfish,lost
SLB-103483,1.82,Lithotrya,nicobarica,NA,lost
SLB-157870,1.82,Cuapetes,platycheles,NA,lost
SLB-92642,1.82,Celerina,heffernani,Heffernani's sea star,lost
W-Bch-207544,1.82,Thalassograpsus,harpax,NA,lost
W-Bch-209073,1.82,Platypodia,granulosa,crested reef crab,lost
W-Msc-207886,1.82,Spondylus,limbatus,donkey thorny oyster,lost
W-Msc-367277,1.82,Wallucina,fijiensis,NA,lost
W-Msc-473118,1.82,Cerithium,zonatum,belted horn,lost
W-Oph-243396,1.82,Ophiacantha,phragma,NA,lost
ITS-564778,1.8199999999999998,Parascytoleptus,tridens,NA,lost
W-Scl-286718,1.8199999999999998,Anomocora,marchadi,NA,lost
W-Hyd-174252,1.81,Chromatonema,rubrum,NA,lost
Fis-116143,1.8,Grammonus,diagrammus,Purple brotula,lost
Fis-116314,1.8,Carapus,dubius,Pacific pearlfish,lost
Fis-132390,1.8,Chaenopsis,coheni,Cortez pikeblenny,lost
Fis-132391,1.8,Coralliozetus,angelicus,Angel blenny,lost
Fis-136340,1.8,Tomicodon,zebra,Zebra clingfish,lost
Fis-142283,1.8,Dactyloscopus,lunaticus,Moonstruck stargazer,lost
Fis-148567,1.8,Cirriemblemaria,lucasana,Plume blenny,lost
Fis-162056,1.8,Opistognathus,fossoris,NA,lost
Fis-24364,1.8,Synodus,lucioceps,California lizardfish,lost
Fis-26967,1.8,Paraclinus,altivelis,Topgallant blenny,lost
Fis-28943,1.8,Cheilopogon,papilio,Butterfly flyingfish,lost
Fis-28982,1.8,Gymnothorax,castaneus,Panamic green moray,lost
Fis-29009,1.8,Ichthyapus,selachops,Smiling snake-eel,lost
Fis-31827,1.8,Cirrhitus,rivulatus,Giant hawkfish,lost
Fis-35673,1.8,Phaenomonas,pinnata,Elastic eel,lost
ITS-659898,1.8,Alpheopsis,diabolus,NA,lost
Kew-308804,1.8,Ruppia,maritima,NA,lost
W-Oph-243641,1.8,Ophioderma,panamensis,banded serpent star,lost
Fis-25001,1.79,Sphoeroides,pachygaster,Blunthead puffer,lost
W-Scl-368478,1.79,Acropora,subulata,NA,lost
Fis-113158,1.78,Arcos,erythrops,Rockwall clingfish,lost
Fis-113441,1.78,Enneanectes,reticulatus,Network triplefin,lost
Fis-113553,1.78,Starksia,spinipenis,Phallic blenny,lost
Fis-113559,1.78,Acanthemblemaria,balanorum,Clubhead blenny,lost
Fis-113588,1.78,Acanthemblemaria,macrospilus,Barnacle blenny,lost
Fis-113667,1.78,Emblemaria,hypacanthus,Gulf signal blenny,lost
Fis-113825,1.78,Lythrypnus,rhizophora,Spotcheek goby,lost
Fis-113987,1.78,Tomicodon,boehlkei,Cortez clingfish,lost
Fis-156277,1.78,Dactyloscopus,fimbriatus,NA,lost
Fis-17284,1.78,Pareques,viola,Gungo highhat,lost
Fis-22748,1.78,Chanos,chanos,Milkfish,lost
Fis-26441,1.78,Valenciennea,longipinnis,Long-finned goby,lost
Fis-26939,1.78,Bodianus,diplotaenia,Mexican hogfish,lost
Fis-27393,1.78,Mycteroperca,rosacea,Leopard grouper,lost
Fis-28456,1.78,Johnrandallia,nigrirostris,Blacknosed butterflyfish,lost
Fis-28997,1.78,Halichoeres,nicholsi,Spinster wrasse,lost
Fis-29078,1.78,Canthigaster,punctatissima,Spotted sharpnosed puffer,lost
Fis-32757,1.78,Labrisomus,xanti,Largemouth blenny,lost
ITS-660021,1.78,Thinora,maldivensis,NA,lost
SLB-170077,1.78,Coenobita,cavipes,land hermit crab,lost
SLB-182810,1.78,Holothuria,kefersteinii,NA,lost
W-Bch-209014,1.78,Pseudoliomera,granosimana,NA,lost
W-Ech-513191,1.78,Clypeaster,ochrus,NA,lost
W-Hol-529516,1.78,Isostichopus,fuscus,brown sea cucumber,lost
W-Msc-216923,1.78,Polinices,mammilla,pear-shaped moon snail,lost
W-Msc-341983,1.78,Octopus,hubbsorum,Hubb's octopus,lost
W-Oph-243251,1.78,Diopederma,daniana,NA,lost
Fis-138820,1.77,Scorpaenopsis,papuensis,Papuan scorpionfish,lost
Fis-35589,1.77,Paraconger,californiensis,Ringeye conger,lost
SLB-188269,1.77,Liomera,monticulosa,NA,lost
W-Asc-103790,1.77,Molgula,occidentalis,NA,lost
W-Bch-208878,1.77,Thalamita,pilumnoides,NA,lost
W-Bch-444035,1.77,Gaillardiellus,rueppelli,NA,lost
Fis-26343,1.76,Plectorhinchus,lineatus,Yellowbanded sweetlips,lost
Fis-29016,1.76,Lepophidium,pardale,Leopard cusk eel,lost
Fis-35637,1.76,Rhinecanthus,lunula,Halfmoon picassofish,lost
Fis-35652,1.76,Decodon,melasma,Blackspot wrasse,lost
Fis-35685,1.76,Hippoglossina,bollmani,NA,lost
SLB-190383,1.76,Pasiphaea,planidorsalis,NA,lost
W-Bch-440044,1.76,Cryptodromia,coronata,NA,lost
W-Msc-208527,1.76,Gafrarium,dispar,discrepant venus,lost
Fis-116910,1.75,Lycenchelys,porifer,NA,lost
SLB-128857,1.75,Spondylus,violascens,NA,lost
W-Pol-131465,1.75,Trypanosyllis,gigantea,NA,lost
SLB-111576,1.74,Megalomma,heterops,NA,lost
SLB-190232,1.74,Sympagurus,poupini,NA,lost
W-Msc-215169,1.74,Architectonica,perspectiva,clear sundial,lost
W-Msc-216904,1.74,Ovula,ovum,common egg cowrie,lost
W-Msc-505278,1.74,Basterotia,lutea,NA,lost
W-Pol-157450,1.74,Lepidonotus,sublevis,NA,lost
W-Pol-332640,1.74,Travisia,hobsonae,NA,lost
W-Scl-207035,1.74,Acropora,intermedia,NA,lost
Fis-26226,1.73,Parupeneus,spilurus,Blackspot goatfish,lost
Rep-1667,1.73,Boa,constrictor,NA,lost
W-Hyd-117622,1.73,Halitrephes,maasi,NA,lost
Fis-113560,1.72,Acanthemblemaria,crockeri,Browncheek blenny,lost
Fis-150563,1.72,Plectorhinchus,gibbosus,Harry hotlips,lost
Fis-25652,1.72,Chrysiptera,rollandi,Rolland's demoiselle,lost
Fis-26181,1.72,Centropyge,tibicen,Keyhole angelfish,lost
Fis-32276,1.72,Eviota,sigillata,Adorned dwarfgoby,lost
ITS-612493,1.72,Periclimenes,psamathe,seafan shrimp,lost
ITS-96041,1.72,Sicyonia,penicillata,target rock shrimp,lost
SLB-118848,1.72,Oliva,tessellata,NA,lost
SLB-93449,1.72,Pyrene,scripta,dotted dove shell,lost
SLB-101837,1.71,Alima,hieroglyphica,mantis shrimp,lost
SLB-65937,1.71,Lytechinus,anamesus,white sea urchin,lost
W-Hol-210772,1.71,Pearsonothuria,graeffei,blackspotted sea cucumber,lost
Fis-26621,1.7,Eviota,storthynx,Storthynx dwarfgoby,lost
SLB-93192,1.7,Cypraea,caurica,dragon cowrie,lost
W-Ech-513165,1.7,Centrostephanus,coronatus,crowned sea urchin,lost
W-Pyc-240271,1.7,Achelia,assimilis,sea spiders,lost
W-Scl-207046,1.7,Acropora,microphthalma,small staghorn species,lost
Fis-113613,1.69,Coralliozetus,rosenblatti,Spikefin blenny,lost
Fis-171820,1.69,Chriolepis,semisquamata,Secret goby,lost
W-Asc-250422,1.69,Diplosoma,virens,NA,lost
W-Msc-505459,1.69,Lima,vulgaris,common file shell,lost
