SpeciesID,SpecCode,Genus,Species,FBname,OccurCells,Kingdom,Phylum,Class,Order,Family
Fis-152510,61693,Lycodes,hubbsi,,14,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-152512,61694,Lycodes,marisalbi,White sea eelpout,35,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-62883,61701,Lycodes,gracilis,,41,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-153080,61816,Sparisoma,tuiupiranga,,16,Animalia,Chordata,Actinopterygii,Perciformes,Scaridae
Fis-153239,61891,Helcogramma,nigra,Rotuma triplefin,14,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae
Fis-153366,61933,Mugil,gaimardianus,Redeye mullet,30,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae
Fis-153667,62051,Trimma,cana,Candy-cane pygmy goby,23,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-153676,62052,Trimma,sostra,Sostra's pygmygoby,11,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-6519,62087,Squatina,punctata,,11,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae
Fis-154240,62183,Microbrotula,bentleyi,Many-ray cusk,12,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-154385,62209,Alticus,sertatus,Garlanded rockskipper,16,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae
Fis-154393,62210,Eviota,monostigma,Singlespot dwarfgoby,38,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-154401,62212,Parapercis,australis,,100,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-154474,62226,Trimma,marinae,Princess pygmygoby,15,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-154486,62228,Trimma,nasa,Nasal-bar pygmygoby,49,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-154652,62268,Halichoeres,dimidiatus,,20,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-155307,62424,Kyphosus,pacificus,Pacific drummer,46,Animalia,Chordata,Actinopterygii,Perciformes,Kyphosidae
Fis-156259,62523,Ophidion,antipholus,Longnose cusk-eel,54,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-156260,62524,Ophidion,dromio,Shorthead cusk-eel,21,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae
Fis-156281,62531,Ctenogobius,claytonii,Mexican goby,22,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-156325,62534,Evermannichthys,spongicola,,42,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-156337,62535,Neosebastes,johnsoni,Johnson's gurnard perch,13,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Neosebastidae
Fis-156341,62538,Neosebastes,occidentalis,Orangebanded gurnard perch,10,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Neosebastidae
Fis-156398,62544,Hemigaleus,australiensis,Australian weasel shark,212,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Hemigaleidae
Fis-156400,62545,Bothrocara,nyx,,17,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae
Fis-156530,62554,Apristurus,melanoasper,Black roughscale catshark,28,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-156671,62612,Abalistes,filamentosus,,17,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae
Fis-156683,62614,Oxycheilinus,nigromarginatus,Blackmargin maori wrasse,21,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-156711,62635,Alabes,occidentalis,,11,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae
Fis-156728,62645,Gobiodon,prolixus,Elongate coralgoby,30,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-156828,62669,Careproctus,longipinnis,Longfin snailfish,26,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-156892,62722,Amblygobius,stethophthalmus,Freckled goby,13,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-157653,62864,Trimma,anthrenum,Honey-bee pygmygoby,17,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-157654,62865,Trimma,preclarum,Exquisite pygmygoby,35,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-157811,62909,Paramonacanthus,curtorhynchos,Shortsnout filefish,51,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae
Fis-158067,62923,Allocareproctus,tanix,Peach snailfish,10,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-158070,62925,Allocareproctus,unangas,Goldeneye snailfish,20,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-158129,62944,Nibea,coibor,,10,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae
Fis-158132,62945,Scorpaenopsis,eschmeyeri,,26,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
Fis-158159,62948,Neopomacentrus,sororius,Twin demoiselle,16,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Fis-158172,62952,Thalassoma,nigrofasciatum,Blackbarred wrasse,95,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-158192,62958,Trimma,fangi,Fang's pygmygoby,22,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-158193,62959,Trimma,agrena,Fishnet pygmygoby,24,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-158215,62961,Trimma,lantana,Lantana pygmygoby,50,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-158270,62984,Maxillicosta,meridianus,Southern gurnard perch,28,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Neosebastidae
Fis-158335,63017,Exyrias,akihito,Akihito's goby,17,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-158412,63056,Ariosoma,howensis,Lord Howe conger,16,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae
Fis-158435,63067,Ophioblennius,trinitatis,,14,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae
Fis-158441,63068,Asterorhombus,filifer,Longlure flounder,21,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae
Fis-166039,63083,Neocaristius,heemstrai,,12,Animalia,Chordata,Actinopterygii,Perciformes,Caristiidae
Fis-158534,63112,Enneapterygius,gruschkai,,14,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae
Fis-158632,63148,Saurida,macrolepis,,34,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae
Fis-158649,63158,Antigonia,undulata,,17,Animalia,Chordata,Actinopterygii,Perciformes,Caproidae
Fis-158666,63168,Diancistrus,alleni,Allen's coralbrotula,42,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158668,63169,Diancistrus,altidorsalis,Humpbacked coralbrotula,12,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158670,63171,Diancistrus,beateae,Beate's coralbrotula,29,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158709,63186,Hoplichthys,prosemion,,16,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Hoplichthyidae
Fis-158769,63205,Diancistrus,jeffjohnsoni,Johnson's coralbrotula,15,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158770,63206,Diancistrus,karinae,Karin's coralbrotula,11,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158811,63227,Diancistrus,tongaensis,Tonga coralbrotula,17,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158852,63242,Parapercis,lineopunctata,Nosestripe sandperch,42,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-158865,63251,Dipulus,hutchinsi,Hutchin's mudbrotula,10,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158895,63271,Ogilbia,davidsmithi,Cortez brotula,25,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158897,63273,Ogilbia,nigromarginata,Blackmargin brotula,19,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158899,63274,Ogilbia,nudiceps,Slickhead brotula,17,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158908,63278,Ogilbia,sedorae,Notchspine brotula,15,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158911,63280,Ogilbia,jeffwilliamsi,William's coralbrotula,17,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-158919,63283,Ogilbia,suarezae,Shy brotula,31,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-159002,63315,Pteroidichthys,noronhai,Noronha’s scorpionfish,30,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae
Fis-172396,63342,Pateobatis,hortlei,Hortle's whipray,10,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-159132,63346,Orectolobus,hutchinsi,Western wobbegong,16,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae
Fis-159136,63347,Rhinobatos,sainsburyi,Goldeneye shovelnose,35,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinobatidae
Fis-159187,63374,Trimma,flavatrum,Wasp pygmygoby,43,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-159189,63375,Trimma,hayashii,Four-eye pygmygoby,27,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-159194,63378,Tripterygion,tartessicum,,11,Animalia,Chordata,Actinopterygii,Perciformes,Tripterygiidae
Fis-159390,63406,Trachyscorpia,carnomagula,Deepsea Scorpionfish,16,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-159418,63407,Dasyatis,hypostigma,,14,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-159562,63424,Zoramia,viridiventer,,37,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-159576,63429,Apogon,campbelli,,20,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-159586,63433,Squalus,crassispinus,Fatspine spurdog,13,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-167304,63447,Ostorhinchus,pleuron,Rib-bar cardinalfish,38,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-159936,63493,Coryphopterus,kuna,Kuna goby,11,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-160193,63514,Caranx,fischeri,Longfin crevalle jack,49,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae
Fis-160267,63526,Halaelurus,sellus,Rusty Catshark,34,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-160278,63536,Simipercis,trispinosa,Threespine grubfish,10,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-160301,63553,Chromis,brevirostris,Shortsnout Chromis,11,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Fis-160316,63559,Bathyraja,cousseauae,Joined-fins skate,11,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae
Fis-160370,63578,Squalus,albifrons,Eastern highfin spurdog,29,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-160378,63581,Squalus,montalbani,Indonesian greeneye spurdog,44,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-160383,63582,Squalus,chloroculus,Greeneye spurdog,10,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-160414,63583,Sebastes,variabilis,Light dusky rockfish,383,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae
Fis-160439,63588,Squalus,edmundsi,Edmund's spurdog,23,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-160440,63589,Squalus,grahami,Eastern longnose spurdog,17,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-160444,63590,Squalus,nasutus,Western longnose spurdog,20,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-160485,63608,Brachionichthys,australis,Australian spotted handfish,28,Animalia,Chordata,Actinopterygii,Lophiiformes,Brachionichthyidae
Fis-160648,63645,Euristhmus,microphthalmus,,11,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae
Fis-160684,63659,Squalus,griffini,Northern spiny dogfish,156,Animalia,Chordata,Elasmobranchii,Squaliformes,Squalidae
Fis-160689,63660,Asterropteryx,ovata,Oval-spot goby,10,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-160860,63677,Squatina,albipunctata,Eastern Angel Shark,33,Animalia,Chordata,Elasmobranchii,Squatiniformes,Squatinidae
Fis-160793,63686,Nuchequula,glenysae,,15,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae
Fis-160825,63698,Nectamia,viria,Bracelet cardinalfish,49,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-160827,63700,Discotrema,monogrammum,Oneline clingfish,10,Animalia,Chordata,Actinopterygii,Gobiesociformes,Gobiesocidae
Fis-160850,63715,Orectolobus,halei,Banded wobbegong,18,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae
Fis-160866,63725,Pictichromis,coralensis,Bicoloured dottyback,32,Animalia,Chordata,Actinopterygii,Perciformes,Pseudochromidae
Fis-160879,63737,Sinobatis,bulbicauda,Western Australian Legskate,23,Animalia,Chordata,Elasmobranchii,Rajiformes,Anacanthobatidae
Fis-160889,63750,Nectamia,luxuria,Multi-barred cardinalfish,83,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-160890,63751,Nectamia,similis,Similar cardinalfish,26,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-160896,63757,Plotosus,japonicus,,35,Animalia,Chordata,Actinopterygii,Siluriformes,Plotosidae
Fis-160897,63758,Cynoglossus,ochiaii,,10,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae
Fis-160899,63760,Trimma,yanoi,Pudgy pygmygoby,80,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-160921,63780,Cephaloscyllium,sarawakensis,Sarawak pygmy swell shark,15,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-160940,63798,Mustelus,albipinnis,Whitemargin smoothhound,14,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Fis-160954,63808,Urolophus,kapalensis,Kapala stingaree,15,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae
Fis-161020,63842,Photostomias,goodyeari,,108,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-7854,63860,Muraena,augusti,,27,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae
Fis-161040,63863,Photostomias,atrox,,15,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae
Fis-161063,63865,Eubleekeria,jonesi,Jones’ pony fish,36,Animalia,Chordata,Actinopterygii,Perciformes,Leiognathidae
Fis-161080,63878,Epibulus,brevis,Latent slingjaw wrasse,28,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-161086,63881,Eviota,hoesei,Hoese's dwarfgoby,45,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-161092,63886,Xenisthmus,eirospilus,Spotted wriggler,17,Animalia,Chordata,Actinopterygii,Perciformes,Xenisthmidae
Fis-161116,63902,Apogon,seminigracaudus,Darktail cardinalfish,42,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-161117,63903,Argyripnus,pharos,,13,Animalia,Chordata,Actinopterygii,Stomiiformes,Sternoptychidae
Fis-161121,63907,Albula,oligolepis,Smallscale bonefish,48,Animalia,Chordata,Actinopterygii,Albuliformes,Albulidae
Fis-161155,63930,Dipturus,acrobelus,Deepwater skate,37,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161158,63931,Dipturus,apricus,Pale tropical skate,10,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-171878,63932,Dentiraja,healdi,Heald’s skate,11,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161161,63934,Dipturus,melanospilus,Blacktip skate,15,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161164,63937,Ctenogobiops,mitodes,Thread shrimpgoby,26,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-161202,63962,Dipturus,canutus,Grey skate,35,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-171875,63963,Dentiraja,confusa,,27,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-171877,63965,Dentiraja,falloarga,False Argus skate,10,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161216,63966,Dipturus,grahami,Graham’s skate,19,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161221,63969,Dipturus,wengi,Weng’s skate,23,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161228,63973,Okamejei,leptoura,,25,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161233,63975,Leucoraja,pristispina,Sawback skate,14,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae
Fis-161239,63978,Notoraja,azurea,,32,Animalia,Chordata,Elasmobranchii,Rajiformes,Arhynchobatidae
Fis-161300,64029,Coelorinchus,hoangi,,14,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-161301,64030,Coelorinchus,gormani,,36,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae
Fis-161400,64107,Apristurus,australis,,44,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-161402,64108,Mustelus,stevensi,White-spotted gummy shark,17,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Fis-161405,64109,Mustelus,walkeri,Eastern spotted gummy shark,17,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae
Fis-161412,64111,Centrophorus,zeehaani,Southern dogfish,58,Animalia,Chordata,Elasmobranchii,Squaliformes,Centrophoridae
Fis-161440,64128,Cephaloscyllium,albipinnum,Whitefin swellshark,32,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-161443,64129,Cephaloscyllium,variegatum,Saddled swellshark,26,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-161448,64131,Cephaloscyllium,hiscosellum,Australian reticulate swellshark,12,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-161451,64132,Figaro,striatus,Northern sawtail shark,11,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae
Fis-161456,64134,Rhynchobatus,palpebratus,Eyebrow wedgefish,25,Animalia,Chordata,Elasmobranchii,Rhinopristiformes,Rhinidae
Fis-173404,64136,Narcinops,ornata,,29,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae
Fis-173405,64137,Narcinops,nelsoni,Eastern numbfish,18,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae
Fis-161466,64139,Trygonoptera,imitata,Eastern shovelnose stingaree,16,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Urolophidae
Fis-161480,64147,Himantura,leoparda,,55,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-172346,64149,Maculabatis,astra,,128,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-161491,64150,Neotrygon,picta,Peppered maskray,61,Animalia,Chordata,Elasmobranchii,Myliobatiformes,Dasyatidae
Fis-161496,64152,Liocranium,pleurostigma,Western Blackspot Waspfish,17,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Tetrarogidae
Fis-161502,64158,Chimaera,fulva,Southern chimaera,49,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae
Fis-161503,64159,Chimaera,macrospina,Longspine chimaera,10,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae
Fis-161512,64162,Hydrolagus,homonycteris,Black ghostshark,98,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae
Fis-161515,64163,Hydrolagus,marmoratus,,19,Animalia,Chordata,Holocephali,Chimaeriformes,Chimaeridae
Fis-161546,64181,Amphiprion,barberi,,18,Animalia,Chordata,Actinopterygii,Perciformes,Pomacentridae
Fis-161547,64182,Cirrhilabrus,beauperryi,Beau’s wrasse,12,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-161573,64196,Minysicya,caudimaculata,Blackspot minigoby,12,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-161589,64206,Neamia,articycla,Circular cardinalfish,25,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae
Fis-161592,64209,Dunckerocampus,naia,Naia pipefish,13,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae
Fis-161627,64230,Parapercis,pacifica,,34,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-161628,64231,Parapercis,queenslandica,,57,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-161629,64232,Parapercis,xanthogramma,,14,Animalia,Chordata,Actinopterygii,Perciformes,Pinguipedidae
Fis-161650,64242,Bodianus,dictynna,Redfin hogfish,82,Animalia,Chordata,Actinopterygii,Perciformes,Labridae
Fis-161679,64475,Dactylosurculus,gomoni,,14,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-161683,64479,Eusurculus,pistillum,,29,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-161698,64494,Zephyrichthys,barryi,,13,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae
Fis-161724,64520,Pseudoscopelus,bothrorrhinos,,15,Animalia,Chordata,Actinopterygii,Perciformes,Chiasmodontidae
Fis-161725,64521,Pseudoscopelus,lavenbergi,,30,Animalia,Chordata,Actinopterygii,Perciformes,Chiasmodontidae
Fis-161730,64526,Heteroclinus,kuiteri,,12,Animalia,Chordata,Actinopterygii,Perciformes,Clinidae
Fis-161744,64540,Gerres,shima,Banded silver-biddy,15,Animalia,Chordata,Actinopterygii,Perciformes,Gerreidae
Fis-161754,64550,Nesogobius,greeni,,20,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-161755,64551,Nesogobius,maccullochi,,33,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae
Fis-161761,64557,Hapalogenys,dampieriensis,Australian striped velvetchin,48,Animalia,Chordata,Actinopterygii,Perciformes,Hapalogenyidae
Fis-161767,64563,Careproctus,faunus,Mischievous snailfish,13,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Liparidae
Fis-161790,64586,Rogadius,mcgroutheri,McGrouther’s flathead,23,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Platycephalidae
Fis-161802,64598,Dentex,abei,Yellowfin sea bream,13,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae
